time_us,event,node_id,packet_id,details_json
105000,tx_start,3,33,"{""airtime_us"": 1316}"
106316,packet_delivered,3,33,"{""latency_us"": 1318}"
107500,voice_frame_generated,4,34,"{""sequence"": 5}"
107500,tx_start,4,34,"{""airtime_us"": 1316}"
108816,packet_delivered,4,34,"{""latency_us"": 1318}"
110000,voice_frame_generated,5,35,"{""sequence"": 5}"
110000,tx_start,5,35,"{""airtime_us"": 1316}"
111316,packet_delivered,5,35,"{""latency_us"": 1318}"
112500,voice_frame_generated,6,36,"{""sequence"": 5}"
112500,tx_start,6,36,"{""airtime_us"": 1316}"
113816,packet_delivered,6,36,"{""latency_us"": 1318}"
120000,voice_frame_generated,1,37,"{""sequence"": 6}"
120000,tx_start,1,37,"{""airtime_us"": 1316}"
121316,packet_delivered,1,37,"{""latency_us"": 1318}"
122500,voice_frame_generated,2,38,"{""sequence"": 6}"
122500,tx_start,2,38,"{""airtime_us"": 1316}"
123816,packet_delivered,2,38,"{""latency_us"": 1318}"
125000,voice_frame_generated,3,39,"{""sequence"": 6}"
125000,tx_start,3,39,"{""airtime_us"": 1316}"
126316,packet_delivered,3,39,"{""latency_us"": 1318}"
127500,voice_frame_generated,4,40,"{""sequence"": 6}"
127500,tx_start,4,40,"{""airtime_us"": 1316}"
128816,packet_delivered,4,40,"{""latency_us"": 1318}"
130000,voice_frame_generated,5,41,"{""sequence"": 6}"
130000,tx_start,5,41,"{""airtime_us"": 1316}"
131316,packet_delivered,5,41,"{""latency_us"": 1318}"
132500,voice_frame_generated,6,42,"{""sequence"": 6}"
132500,tx_start,6,42,"{""airtime_us"": 1316}"
133816,packet_delivered,6,42,"{""latency_us"": 1318}"
140000,voice_frame_generated,1,43,"{""sequence"": 7}"
140000,tx_start,1,43,"{""airtime_us"": 1316}"
141316,packet_delivered,1,43,"{""latency_us"": 1318}"
142500,voice_frame_generated,2,44,"{""sequence"": 7}"
142500,tx_start,2,44,"{""airtime_us"": 1316}"
143816,packet_delivered,2,44,"{""latency_us"": 1318}"
145000,voice_frame_generated,3,45,"{""sequence"": 7}"
145000,tx_start,3,45,"{""airtime_us"": 1316}"
146316,packet_delivered,3,45,"{""latency_us"": 1318}"
147500,voice_frame_generated,4,46,"{""sequence"": 7}"
147500,tx_start,4,46,"{""airtime_us"": 1316}"
148816,packet_delivered,4,46,"{""latency_us"": 1318}"
150000,voice_frame_generated,5,47,"{""sequence"": 7}"
150000,tx_start,5,47,"{""airtime_us"": 1316}"
151316,packet_delivered,5,47,"{""latency_us"": 1318}"
152500,voice_frame_generated,6,48,"{""sequence"": 7}"
152500,tx_start,6,48,"{""airtime_us"": 1316}"
153816,packet_delivered,6,48,"{""latency_us"": 1318}"
160000,voice_frame_generated,1,49,"{""sequence"": 8}"
160000,tx_start,1,49,"{""airtime_us"": 1316}"
161316,packet_delivered,1,49,"{""latency_us"": 1318}"
162500,voice_frame_generated,2,50,"{""sequence"": 8}"
162500,tx_start,2,50,"{""airtime_us"": 1316}"
163816,packet_delivered,2,50,"{""latency_us"": 1318}"
165000,voice_frame_generated,3,51,"{""sequence"": 8}"
165000,tx_start,3,51,"{""airtime_us"": 1316}"
166316,packet_delivered,3,51,"{""latency_us"": 1318}"
167500,voice_frame_generated,4,52,"{""sequence"": 8}"
167500,tx_start,4,52,"{""airtime_us"": 1316}"
168816,packet_delivered,4,52,"{""latency_us"": 1318}"
170000,voice_frame_generated,5,53,"{""sequence"": 8}"
170000,tx_start,5,53,"{""airtime_us"": 1316}"
171316,packet_delivered,5,53,"{""latency_us"": 1318}"
172500,voice_frame_generated,6,54,"{""sequence"": 8}"
172500,tx_start,6,54,"{""airtime_us"": 1316}"
173816,packet_delivered,6,54,"{""latency_us"": 1318}"
180000,voice_frame_generated,1,55,"{""sequence"": 9}"
180000,tx_start,1,55,"{""airtime_us"": 1316}"
181316,packet_delivered,1,55,"{""latency_us"": 1318}"
182500,voice_frame_generated,2,56,"{""sequence"": 9}"
182500,tx_start,2,56,"{""airtime_us"": 1316}"
183816,packet_delivered,2,56,"{""latency_us"": 1318}"
185000,voice_frame_generated,3,57,"{""sequence"": 9}"
185000,tx_start,3,57,"{""airtime_us"": 1316}"
186316,packet_delivered,3,57,"{""latency_us"": 1318}"
187500,voice_frame_generated,4,58,"{""sequence"": 9}"
187500,tx_start,4,58,"{""airtime_us"": 1316}"
188816,packet_delivered,4,58,"{""latency_us"": 1318}"
190000,voice_frame_generated,5,59,"{""sequence"": 9}"
190000,tx_start,5,59,"{""airtime_us"": 1316}"
191316,packet_delivered,5,59,"{""latency_us"": 1318}"
192500,voice_frame_generated,6,60,"{""sequence"": 9}"
192500,tx_start,6,60,"{""airtime_us"": 1316}"
193816,packet_delivered,6,60,"{""latency_us"": 1318}"
200000,voice_frame_generated,1,61,"{""sequence"": 10}"
200000,tx_start,1,61,"{""airtime_us"": 1316}"
201316,packet_delivered,1,61,"{""latency_us"": 1318}"
202500,voice_frame_generated,2,62,"{""sequence"": 10}"
202500,tx_start,2,62,"{""airtime_us"": 1316}"
203816,packet_delivered,2,62,"{""latency_us"": 1318}"
205000,voice_frame_generated,3,63,"{""sequence"": 10}"
205000,tx_start,3,63,"{""airtime_us"": 1316}"
206316,packet_delivered,3,63,"{""latency_us"": 1318}"
207500,voice_frame_generated,4,64,"{""sequence"": 10}"
207500,tx_start,4,64,"{""airtime_us"": 1316}"
208816,packet_delivered,4,64,"{""latency_us"": 1318}"
210000,voice_frame_generated,5,65,"{""sequence"": 10}"
210000,tx_start,5,65,"{""airtime_us"": 1316}"
211316,packet_delivered,5,65,"{""latency_us"": 1318}"
212500,voice_frame_generated,6,66,"{""sequence"": 10}"
212500,tx_start,6,66,"{""airtime_us"": 1316}"
213816,packet_delivered,6,66,"{""latency_us"": 1318}"
220000,voice_frame_generated,1,67,"{""sequence"": 11}"
220000,tx_start,1,67,"{""airtime_us"": 1316}"
221316,packet_delivered,1,67,"{""latency_us"": 1318}"
222500,voice_frame_generated,2,68,"{""sequence"": 11}"
222500,tx_start,2,68,"{""airtime_us"": 1316}"
223816,packet_delivered,2,68,"{""latency_us"": 1318}"
225000,voice_frame_generated,3,69,"{""sequence"": 11}"
225000,tx_start,3,69,"{""airtime_us"": 1316}"
226316,packet_delivered,3,69,"{""latency_us"": 1318}"
227500,voice_frame_generated,4,70,"{""sequence"": 11}"
227500,tx_start,4,70,"{""airtime_us"": 1316}"
228816,packet_delivered,4,70,"{""latency_us"": 1318}"
230000,voice_frame_generated,5,71,"{""sequence"": 11}"
230000,tx_start,5,71,"{""airtime_us"": 1316}"
231316,packet_delivered,5,71,"{""latency_us"": 1318}"
232500,voice_frame_generated,6,72,"{""sequence"": 11}"
232500,tx_start,6,72,"{""airtime_us"": 1316}"
233816,packet_delivered,6,72,"{""latency_us"": 1318}"
240000,voice_frame_generated,1,73,"{""sequence"": 12}"
240000,tx_start,1,73,"{""airtime_us"": 1316}"
241316,packet_delivered,1,73,"{""latency_us"": 1318}"
242500,voice_frame_generated,2,74,"{""sequence"": 12}"
242500,tx_start,2,74,"{""airtime_us"": 1316}"
243816,packet_delivered,2,74,"{""latency_us"": 1318}"
245000,voice_frame_generated,3,75,"{""sequence"": 12}"
245000,tx_start,3,75,"{""airtime_us"": 1316}"
246316,packet_delivered,3,75,"{""latency_us"": 1318}"
247500,voice_frame_generated,4,76,"{""sequence"": 12}"
247500,tx_start,4,76,"{""airtime_us"": 1316}"
248816,packet_delivered,4,76,"{""latency_us"": 1318}"
250000,voice_frame_generated,5,77,"{""sequence"": 12}"
250000,tx_start,5,77,"{""airtime_us"": 1316}"
251316,packet_delivered,5,77,"{""latency_us"": 1318}"
252500,voice_frame_generated,6,78,"{""sequence"": 12}"
252500,tx_start,6,78,"{""airtime_us"": 1316}"
253816,packet_delivered,6,78,"{""latency_us"": 1318}"
260000,voice_frame_generated,1,79,"{""sequence"": 13}"
260000,tx_start,1,79,"{""airtime_us"": 1316}"
261316,packet_delivered,1,79,"{""latency_us"": 1318}"
262500,voice_frame_generated,2,80,"{""sequence"": 13}"
262500,tx_start,2,80,"{""airtime_us"": 1316}"
263816,packet_delivered,2,80,"{""latency_us"": 1318}"
265000,voice_frame_generated,3,81,"{""sequence"": 13}"
265000,tx_start,3,81,"{""airtime_us"": 1316}"
266316,packet_delivered,3,81,"{""latency_us"": 1318}"
267500,voice_frame_generated,4,82,"{""sequence"": 13}"
267500,tx_start,4,82,"{""airtime_us"": 1316}"
268816,packet_delivered,4,82,"{""latency_us"": 1318}"
270000,voice_frame_generated,5,83,"{""sequence"": 13}"
270000,tx_start,5,83,"{""airtime_us"": 1316}"
271316,packet_delivered,5,83,"{""latency_us"": 1318}"
272500,voice_frame_generated,6,84,"{""sequence"": 13}"
272500,tx_start,6,84,"{""airtime_us"": 1316}"
273816,packet_delivered,6,84,"{""latency_us"": 1318}"
280000,voice_frame_generated,1,85,"{""sequence"": 14}"
280000,tx_start,1,85,"{""airtime_us"": 1316}"
281316,packet_delivered,1,85,"{""latency_us"": 1318}"
282500,voice_frame_generated,2,86,"{""sequence"": 14}"
282500,tx_start,2,86,"{""airtime_us"": 1316}"
283816,packet_delivered,2,86,"{""latency_us"": 1318}"
285000,voice_frame_generated,3,87,"{""sequence"": 14}"
285000,tx_start,3,87,"{""airtime_us"": 1316}"
286316,packet_delivered,3,87,"{""latency_us"": 1318}"
287500,voice_frame_generated,4,88,"{""sequence"": 14}"
287500,tx_start,4,88,"{""airtime_us"": 1316}"
288816,packet_delivered,4,88,"{""latency_us"": 1318}"
290000,voice_frame_generated,5,89,"{""sequence"": 14}"
290000,tx_start,5,89,"{""airtime_us"": 1316}"
291316,packet_delivered,5,89,"{""latency_us"": 1318}"
292500,voice_frame_generated,6,90,"{""sequence"": 14}"
292500,tx_start,6,90,"{""airtime_us"": 1316}"
293816,packet_delivered,6,90,"{""latency_us"": 1318}"
300000,voice_frame_generated,1,91,"{""sequence"": 15}"
300000,tx_start,1,91,"{""airtime_us"": 1316}"
301316,packet_delivered,1,91,"{""latency_us"": 1318}"
302500,voice_frame_generated,2,92,"{""sequence"": 15}"
302500,tx_start,2,92,"{""airtime_us"": 1316}"
303816,packet_delivered,2,92,"{""latency_us"": 1318}"
305000,voice_frame_generated,3,93,"{""sequence"": 15}"
305000,tx_start,3,93,"{""airtime_us"": 1316}"
306316,packet_delivered,3,93,"{""latency_us"": 1318}"
307500,voice_frame_generated,4,94,"{""sequence"": 15}"
307500,tx_start,4,94,"{""airtime_us"": 1316}"
308816,packet_delivered,4,94,"{""latency_us"": 1318}"
310000,voice_frame_generated,5,95,"{""sequence"": 15}"
310000,tx_start,5,95,"{""airtime_us"": 1316}"
311316,packet_delivered,5,95,"{""latency_us"": 1318}"
312500,voice_frame_generated,6,96,"{""sequence"": 15}"
312500,tx_start,6,96,"{""airtime_us"": 1316}"
313816,packet_delivered,6,96,"{""latency_us"": 1318}"
320000,voice_frame_generated,1,97,"{""sequence"": 16}"
320000,tx_start,1,97,"{""airtime_us"": 1316}"
321316,packet_delivered,1,97,"{""latency_us"": 1318}"
322500,voice_frame_generated,2,98,"{""sequence"": 16}"
322500,tx_start,2,98,"{""airtime_us"": 1316}"
323816,packet_delivered,2,98,"{""latency_us"": 1318}"
325000,voice_frame_generated,3,99,"{""sequence"": 16}"
325000,tx_start,3,99,"{""airtime_us"": 1316}"
326316,packet_delivered,3,99,"{""latency_us"": 1318}"
327500,voice_frame_generated,4,100,"{""sequence"": 16}"
327500,tx_start,4,100,"{""airtime_us"": 1316}"
328816,packet_delivered,4,100,"{""latency_us"": 1318}"
330000,voice_frame_generated,5,101,"{""sequence"": 16}"
330000,tx_start,5,101,"{""airtime_us"": 1316}"
331316,packet_delivered,5,101,"{""latency_us"": 1318}"
332500,voice_frame_generated,6,102,"{""sequence"": 16}"
332500,tx_start,6,102,"{""airtime_us"": 1316}"
333816,packet_delivered,6,102,"{""latency_us"": 1318}"
340000,voice_frame_generated,1,103,"{""sequence"": 17}"
340000,tx_start,1,103,"{""airtime_us"": 1316}"
341316,packet_delivered,1,103,"{""latency_us"": 1318}"
342500,voice_frame_generated,2,104,"{""sequence"": 17}"
342500,tx_start,2,104,"{""airtime_us"": 1316}"
343816,packet_delivered,2,104,"{""latency_us"": 1318}"
345000,voice_frame_generated,3,105,"{""sequence"": 17}"
345000,tx_start,3,105,"{""airtime_us"": 1316}"
346316,packet_delivered,3,105,"{""latency_us"": 1318}"
347500,voice_frame_generated,4,106,"{""sequence"": 17}"
347500,tx_start,4,106,"{""airtime_us"": 1316}"
348816,packet_delivered,4,106,"{""latency_us"": 1318}"
350000,voice_frame_generated,5,107,"{""sequence"": 17}"
350000,tx_start,5,107,"{""airtime_us"": 1316}"
351316,packet_delivered,5,107,"{""latency_us"": 1318}"
352500,voice_frame_generated,6,108,"{""sequence"": 17}"
352500,tx_start,6,108,"{""airtime_us"": 1316}"
353816,packet_delivered,6,108,"{""latency_us"": 1318}"
360000,voice_frame_generated,1,109,"{""sequence"": 18}"
360000,tx_start,1,109,"{""airtime_us"": 1316}"
361316,packet_delivered,1,109,"{""latency_us"": 1318}"
362500,voice_frame_generated,2,110,"{""sequence"": 18}"
362500,tx_start,2,110,"{""airtime_us"": 1316}"
363816,packet_delivered,2,110,"{""latency_us"": 1318}"
365000,voice_frame_generated,3,111,"{""sequence"": 18}"
365000,tx_start,3,111,"{""airtime_us"": 1316}"
366316,packet_delivered,3,111,"{""latency_us"": 1318}"
367500,voice_frame_generated,4,112,"{""sequence"": 18}"
367500,tx_start,4,112,"{""airtime_us"": 1316}"
368816,packet_delivered,4,112,"{""latency_us"": 1318}"
370000,voice_frame_generated,5,113,"{""sequence"": 18}"
370000,tx_start,5,113,"{""airtime_us"": 1316}"
371316,packet_delivered,5,113,"{""latency_us"": 1318}"
372500,voice_frame_generated,6,114,"{""sequence"": 18}"
372500,tx_start,6,114,"{""airtime_us"": 1316}"
373816,packet_delivered,6,114,"{""latency_us"": 1318}"
380000,voice_frame_generated,1,115,"{""sequence"": 19}"
380000,tx_start,1,115,"{""airtime_us"": 1316}"
381316,packet_delivered,1,115,"{""latency_us"": 1318}"
382500,voice_frame_generated,2,116,"{""sequence"": 19}"
382500,tx_start,2,116,"{""airtime_us"": 1316}"
383816,packet_delivered,2,116,"{""latency_us"": 1318}"
385000,voice_frame_generated,3,117,"{""sequence"": 19}"
385000,tx_start,3,117,"{""airtime_us"": 1316}"
386316,packet_delivered,3,117,"{""latency_us"": 1318}"
387500,voice_frame_generated,4,118,"{""sequence"": 19}"
387500,tx_start,4,118,"{""airtime_us"": 1316}"
388816,packet_delivered,4,118,"{""latency_us"": 1318}"
390000,voice_frame_generated,5,119,"{""sequence"": 19}"
390000,tx_start,5,119,"{""airtime_us"": 1316}"
391316,packet_delivered,5,119,"{""latency_us"": 1318}"
392500,voice_frame_generated,6,120,"{""sequence"": 19}"
392500,tx_start,6,120,"{""airtime_us"": 1316}"
393816,packet_delivered,6,120,"{""latency_us"": 1318}"
400000,voice_frame_generated,1,121,"{""sequence"": 20}"
400000,tx_start,1,121,"{""airtime_us"": 1316}"
401316,packet_delivered,1,121,"{""latency_us"": 1318}"
402500,voice_frame_generated,2,122,"{""sequence"": 20}"
402500,tx_start,2,122,"{""airtime_us"": 1316}"
403816,packet_delivered,2,122,"{""latency_us"": 1318}"
405000,voice_frame_generated,3,123,"{""sequence"": 20}"
405000,tx_start,3,123,"{""airtime_us"": 1316}"
406316,packet_delivered,3,123,"{""latency_us"": 1318}"
407500,voice_frame_generated,4,124,"{""sequence"": 20}"
407500,tx_start,4,124,"{""airtime_us"": 1316}"
408816,packet_delivered,4,124,"{""latency_us"": 1318}"
410000,voice_frame_generated,5,125,"{""sequence"": 20}"
410000,tx_start,5,125,"{""airtime_us"": 1316}"
411316,packet_delivered,5,125,"{""latency_us"": 1318}"
412500,voice_frame_generated,6,126,"{""sequence"": 20}"
412500,tx_start,6,126,"{""airtime_us"": 1316}"
413816,packet_delivered,6,126,"{""latency_us"": 1318}"
420000,voice_frame_generated,1,127,"{""sequence"": 21}"
420000,tx_start,1,127,"{""airtime_us"": 1316}"
421316,packet_delivered,1,127,"{""latency_us"": 1318}"
422500,voice_frame_generated,2,128,"{""sequence"": 21}"
422500,tx_start,2,128,"{""airtime_us"": 1316}"
423816,packet_delivered,2,128,"{""latency_us"": 1318}"
425000,voice_frame_generated,3,129,"{""sequence"": 21}"
425000,tx_start,3,129,"{""airtime_us"": 1316}"
426316,packet_delivered,3,129,"{""latency_us"": 1318}"
427500,voice_frame_generated,4,130,"{""sequence"": 21}"
427500,tx_start,4,130,"{""airtime_us"": 1316}"
428816,packet_delivered,4,130,"{""latency_us"": 1318}"
430000,voice_frame_generated,5,131,"{""sequence"": 21}"
430000,tx_start,5,131,"{""airtime_us"": 1316}"
431316,packet_delivered,5,131,"{""latency_us"": 1318}"
432500,voice_frame_generated,6,132,"{""sequence"": 21}"
432500,tx_start,6,132,"{""airtime_us"": 1316}"
433816,packet_delivered,6,132,"{""latency_us"": 1318}"
440000,voice_frame_generated,1,133,"{""sequence"": 22}"
440000,tx_start,1,133,"{""airtime_us"": 1316}"
441316,packet_delivered,1,133,"{""latency_us"": 1318}"
442500,voice_frame_generated,2,134,"{""sequence"": 22}"
442500,tx_start,2,134,"{""airtime_us"": 1316}"
443816,packet_delivered,2,134,"{""latency_us"": 1318}"
445000,voice_frame_generated,3,135,"{""sequence"": 22}"
445000,tx_start,3,135,"{""airtime_us"": 1316}"
446316,packet_delivered,3,135,"{""latency_us"": 1318}"
447500,voice_frame_generated,4,136,"{""sequence"": 22}"
447500,tx_start,4,136,"{""airtime_us"": 1316}"
448816,packet_delivered,4,136,"{""latency_us"": 1318}"
450000,voice_frame_generated,5,137,"{""sequence"": 22}"
450000,tx_start,5,137,"{""airtime_us"": 1316}"
451316,packet_delivered,5,137,"{""latency_us"": 1318}"
452500,voice_frame_generated,6,138,"{""sequence"": 22}"
452500,tx_start,6,138,"{""airtime_us"": 1316}"
453816,packet_delivered,6,138,"{""latency_us"": 1318}"
460000,voice_frame_generated,1,139,"{""sequence"": 23}"
460000,tx_start,1,139,"{""airtime_us"": 1316}"
461316,packet_delivered,1,139,"{""latency_us"": 1318}"
462500,voice_frame_generated,2,140,"{""sequence"": 23}"
462500,tx_start,2,140,"{""airtime_us"": 1316}"
463816,packet_delivered,2,140,"{""latency_us"": 1318}"
465000,voice_frame_generated,3,141,"{""sequence"": 23}"
465000,tx_start,3,141,"{""airtime_us"": 1316}"
466316,packet_delivered,3,141,"{""latency_us"": 1318}"
467500,voice_frame_generated,4,142,"{""sequence"": 23}"
467500,tx_start,4,142,"{""airtime_us"": 1316}"
468816,packet_delivered,4,142,"{""latency_us"": 1318}"
470000,voice_frame_generated,5,143,"{""sequence"": 23}"
470000,tx_start,5,143,"{""airtime_us"": 1316}"
471316,packet_delivered,5,143,"{""latency_us"": 1318}"
472500,voice_frame_generated,6,144,"{""sequence"": 23}"
472500,tx_start,6,144,"{""airtime_us"": 1316}"
473816,packet_delivered,6,144,"{""latency_us"": 1318}"
480000,voice_frame_generated,1,145,"{""sequence"": 24}"
480000,tx_start,1,145,"{""airtime_us"": 1316}"
481316,packet_delivered,1,145,"{""latency_us"": 1318}"
482500,voice_frame_generated,2,146,"{""sequence"": 24}"
482500,tx_start,2,146,"{""airtime_us"": 1316}"
483816,packet_delivered,2,146,"{""latency_us"": 1318}"
485000,voice_frame_generated,3,147,"{""sequence"": 24}"
485000,tx_start,3,147,"{""airtime_us"": 1316}"
486316,packet_delivered,3,147,"{""latency_us"": 1318}"
487500,voice_frame_generated,4,148,"{""sequence"": 24}"
487500,tx_start,4,148,"{""airtime_us"": 1316}"
488816,packet_delivered,4,148,"{""latency_us"": 1318}"
490000,voice_frame_generated,5,149,"{""sequence"": 24}"
490000,tx_start,5,149,"{""airtime_us"": 1316}"
491316,packet_delivered,5,149,"{""latency_us"": 1318}"
492500,voice_frame_generated,6,150,"{""sequence"": 24}"
492500,tx_start,6,150,"{""airtime_us"": 1316}"
493816,packet_delivered,6,150,"{""latency_us"": 1318}"
500000,voice_frame_generated,1,151,"{""sequence"": 25}"
500000,tx_start,1,151,"{""airtime_us"": 1316}"
501316,packet_delivered,1,151,"{""latency_us"": 1318}"
502500,voice_frame_generated,2,152,"{""sequence"": 25}"
502500,tx_start,2,152,"{""airtime_us"": 1316}"
503816,packet_delivered,2,152,"{""latency_us"": 1318}"
505000,voice_frame_generated,3,153,"{""sequence"": 25}"
505000,tx_start,3,153,"{""airtime_us"": 1316}"
506316,packet_delivered,3,153,"{""latency_us"": 1318}"
507500,voice_frame_generated,4,154,"{""sequence"": 25}"
507500,tx_start,4,154,"{""airtime_us"": 1316}"
508816,packet_delivered,4,154,"{""latency_us"": 1318}"
510000,voice_frame_generated,5,155,"{""sequence"": 25}"
510000,tx_start,5,155,"{""airtime_us"": 1316}"
511316,packet_delivered,5,155,"{""latency_us"": 1318}"
512500,voice_frame_generated,6,156,"{""sequence"": 25}"
512500,tx_start,6,156,"{""airtime_us"": 1316}"
513816,packet_delivered,6,156,"{""latency_us"": 1318}"
520000,voice_frame_generated,1,157,"{""sequence"": 26}"
520000,tx_start,1,157,"{""airtime_us"": 1316}"
521316,packet_delivered,1,157,"{""latency_us"": 1318}"
522500,voice_frame_generated,2,158,"{""sequence"": 26}"
522500,tx_start,2,158,"{""airtime_us"": 1316}"
523816,packet_delivered,2,158,"{""latency_us"": 1318}"
525000,voice_frame_generated,3,159,"{""sequence"": 26}"
525000,tx_start,3,159,"{""airtime_us"": 1316}"
526316,packet_delivered,3,159,"{""latency_us"": 1318}"
527500,voice_frame_generated,4,160,"{""sequence"": 26}"
527500,tx_start,4,160,"{""airtime_us"": 1316}"
528816,packet_delivered,4,160,"{""latency_us"": 1318}"
530000,voice_frame_generated,5,161,"{""sequence"": 26}"
530000,tx_start,5,161,"{""airtime_us"": 1316}"
531316,packet_delivered,5,161,"{""latency_us"": 1318}"
532500,voice_frame_generated,6,162,"{""sequence"": 26}"
532500,tx_start,6,162,"{""airtime_us"": 1316}"
533816,packet_delivered,6,162,"{""latency_us"": 1318}"
540000,voice_frame_generated,1,163,"{""sequence"": 27}"
